,pattern,rating,events,actions,conds,pattern_str
3254,"-0.1984051,0.0,0.0,0.0,0.0,0.0,-0.780799,-1.9899977,-1.610698,-2.0731864,0.42730334,0.16328637,-0.780799,-0.3707649,1.0679044,-2.0152988,-1.7378678,0.8414978,-0.6923965,-0.8217742,1.1058197,-0.3181476,0.21391721,0.3072897,-1.4075407,-0.9497568,0.5034497,0.13420999,1.1558291,1.1411618,0.5380435,-0.74187076,-0.36973283,1.1759754,-1.0052798,0.6084775,0.0,-0.40365463,-1.450282,1.8390425,0.16328637,0.19641651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",7.5038528989743325,"[16, 8, 8, 14, 4, 63]","['v-> ', 'vnot +> ', '>', 'nop', 'v+> ', 'vnot -> ', 'nop', 'not =', 'v+> ', 'v+> ', 'v*= ', 'not <', 'nop', 'vnot +> ', 'nop', 'vnot *= ', 'nop', 'v+> ', 'v> ', '=', 'nop', 'not =', 'vnot < ', 'v-> ', 'nop', 'v+> ', '<', 'nop', 'v+> ', '>']","['or', 'or', 'or', 'or', 'and', 'and', 'and', 'or', 'or', 'and', 'or', 'or', 'or', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'or', 'or', 'and', 'or']",a.x ->  d.x + 67999 AND b.z not = a.z or b.vx +>  c.vx + 4968 or b.vy +>  c.vy + 13016 AND c.x not = e.x + 63984 AND d.x = f.x * 77603 or d.vx >  6007 AND e.z not <  5323
3255,"-0.1984051,0.0,0.0,0.0,0.0,0.0,-0.780799,-1.9899977,-1.610698,-2.0731864,0.42730334,0.16328637,-0.780799,-0.3707649,1.0679044,-2.0152988,-1.7378678,0.8414978,-0.6923965,-0.8217742,1.1058197,-0.3181476,0.21391721,0.3072897,-1.4075407,-0.9497568,0.5034497,0.13420999,1.1558291,1.1411618,0.5380435,-0.74187076,-0.36973283,1.1759754,-1.0052798,0.6084775,0.39898214,-0.40365463,-1.450282,1.8390425,0.16328637,0.19641651,0.0,0.5034497,-2.0169928,1.2311498,-0.013760341,-1.610698,0.0,0.0,0.0,0.0,0.0,0.0,0.0",7.7704051807256365,"[16, 8, 8, 14, 4, 63, 19]","['v-> ', 'vnot +> ', '>', 'nop', 'v+> ', 'vnot -> ', 'nop', 'not =', 'v+> ', 'v+> ', 'v*= ', 'not <', 'nop', 'vnot +> ', 'nop', 'vnot *= ', 'nop', 'v+> ', 'v> ', '=', 'nop', 'not =', 'vnot < ', 'v-> ', 'nop', 'v+> ', '<', 'nop', 'v+> ', '>', 'nop', 'v*= ', 'v< ', 'not <', 'vnot +> ']","['or', 'or', 'or', 'or', 'and', 'and', 'and', 'or', 'or', 'and', 'or', 'or', 'or', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'and', 'or', 'or', 'or', 'or']",a.x ->  d.x + 67999 AND b.z not = a.z or b.vx +>  c.vx + 4968 or b.vy +>  c.vy + 13016 AND c.x not = e.x + 63984 or c.y not < g.y or c.vx not +>  g.vx + 12529 AND d.x = f.x * 77603 or d.vx >  6007 AND e.y not = g.y or e.z not <  5323 AND f.x +>  b.x + 59255 or f.y < c.y or f.vy > c.vy AND g.z <  12440
3256,"-0.1984051,0.0,0.0,0.0,0.0,0.0,-0.780799,-1.9899977,-1.610698,-2.0731864,0.42730334,0.16328637,-0.780799,-0.3707649,1.0679044,-2.0152988,-1.7378678,0.8414978,-0.6923965,-0.8217742,1.1058197,-0.3181476,0.21391721,0.3072897,-1.4075407,-0.9497568,0.5034497,0.13420999,1.1558291,1.1411618,0.5380435,-0.74187076,-0.36973283,1.1759754,-1.0052798,0.6084775,0.39898214,-0.40365463,-1.450282,1.8390425,0.16328637,0.19641651,-0.15519889,0.5034497,-2.0169928,1.2311498,-0.013760341,-1.610698,0.0,1.8390425,1.0218086,1.2219825,0.75059354,0.30204406,0.0",7.9893181697401285,"[16, 8, 8, 14, 4, 63, 19, 64]","['v-> ', 'vnot +> ', '>', 'nop', 'v+> ', 'vnot -> ', 'nop', 'not =', 'v+> ', 'v+> ', 'v*= ', 'not <', 'nop', 'vnot +> ', 'nop', 'vnot *= ', 'nop', 'v+> ', 'v> ', '=', 'nop', 'not =', 'vnot < ', 'v-> ', 'nop', 'v+> ', '<', 'nop', 'v+> ', '>', 'nop', 'v*= ', 'v< ', 'not <', 'vnot +> ', 'vnot -> ', 'vnot > ', 'vnot -> ', 'not =', '=']","['or', 'or', 'or', 'or', 'and', 'and', 'and', 'or', 'or', 'and', 'or', 'or', 'or', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'and', 'or', 'or', 'or', 'or', 'or', 'or', 'and', 'and', 'or']",a.x ->  d.x + 67999 or a.vy +>  h.vy + 10688 AND b.z not = a.z or b.vx +>  c.vx + 4968 or b.vy +>  c.vy + 13016 AND c.x not = e.x + 63984 or c.y not < g.y or c.vx not +>  g.vx + 12529 AND d.x = f.x * 77603 or d.vx >  6007 AND e.y not = g.y or e.z not <  5323 AND f.x +>  b.x + 59255 or f.y < c.y or f.vx +>  h.vx + 7088 and f.vy > c.vy AND g.y not = d.y + 33082 or g.z <  12440 or g.vx not < f.vx or g.vy not +>  a.vy + 4178 AND h.y not >  2390
3257,"-0.1984051,0.0,0.0,0.0,0.0,0.0,-0.780799,-1.0148509,0.3072897,-0.3290061,0.19967873,-0.76921415,0.0,-1.1477805,-0.21007293,-2.3177514,-1.5709832,1.160955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.745708667694106,"[16, 8]","['v+> ', 'nop', 'nop', 'nop', 'vnot *= ', '>', '=', 'v< ', 'vnot +> ', 'v*= ']","['or', 'and', 'and', 'or', 'or', 'and', 'and', 'and', 'and', 'and']",b.z <  9677
3258,"-0.1984051,0.0,0.0,0.0,0.0,0.0,-0.780799,-1.0148509,0.3072897,-0.3290061,0.19967873,-0.76921415,-0.780799,-1.1477805,-0.21007293,-2.3177514,-1.5709832,1.160955,0.0,-0.015504056,1.1733134,-0.31556582,0.30204406,0.70324695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6.012648137322635,"[16, 8, 8]","['v+> ', 'nop', 'nop', 'nop', 'vnot *= ', '>', '=', 'v< ', 'vnot +> ', 'v*= ', '>', 'not >', '=', 'nop', 'not =']","['or', 'and', 'and', 'or', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'or', 'or']",b.y = c.y and b.z <  9677 and b.vx not +>  a.vx + 16118
3259,"-0.1984051,0.0,0.0,0.0,0.0,0.0,-0.780799,-1.0148509,0.3072897,-0.3290061,0.19967873,-0.76921415,-0.780799,-1.1477805,-0.21007293,-2.3177514,-1.5709832,1.160955,-0.97793466,-0.015504056,1.1733134,-0.31556582,0.30204406,0.70324695,0.0,0.21373716,0.13420999,-1.6198473,-0.47564858,-1.1477805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6.093426157198278,"[16, 8, 8, 53]","['v+> ', 'nop', 'nop', 'nop', 'vnot *= ', '>', '=', 'v< ', 'vnot +> ', 'v*= ', '>', 'not >', '=', 'nop', 'not =', '=', 'v+> ', 'nop', 'not >', '>']","['or', 'and', 'and', 'or', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'or', 'or', 'and', 'or', 'or', 'or', 'and']",a.vy = d.vy * 7364 AND b.y = c.y and b.z <  9677 and b.vx not +>  a.vx + 16118 AND c.y not > a.y or c.z = a.z
3260,"-0.1984051,0.0,0.0,0.0,0.0,0.0,-0.780799,-1.0148509,0.3072897,-0.3290061,0.19967873,-0.76921415,-0.780799,-1.1477805,-0.21007293,-2.3177514,-1.5709832,1.160955,-0.97793466,-0.015504056,1.1733134,-0.31556582,0.30204406,0.70324695,0.36854857,0.21373716,0.13420999,-1.6198473,-0.47564858,-1.1477805,0.0,1.4124072,0.21391721,0.5695951,-1.8567753,-0.569896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.775840994845087,"[16, 8, 8, 53, 99]","['v+> ', 'nop', 'nop', 'nop', 'vnot *= ', '>', '=', 'v< ', 'vnot +> ', 'v*= ', '>', 'not >', '=', 'nop', 'not =', '=', 'v+> ', 'nop', 'not >', '>', 'not <', 'vnot +> ', '<', 'not =', 'v*= ']","['or', 'and', 'and', 'or', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'or', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'and']",a.vy = d.vy * 7364 AND b.y = c.y and b.z <  9677 and b.vx not +>  a.vx + 16118 AND c.y not > a.y or c.z = a.z or c.vy not = e.vy AND d.vy > b.vy
3261,"-0.1984051,0.0,0.0,0.0,0.0,0.0,-0.780799,-1.0148509,0.3072897,-0.3290061,0.19967873,-0.76921415,-0.780799,-1.1477805,-0.21007293,-2.3177514,-1.5709832,1.160955,-0.97793466,-0.015504056,1.1733134,-0.31556582,0.30204406,0.70324695,0.36854857,0.21373716,0.13420999,-1.6198473,-0.47564858,-1.1477805,-1.4075407,1.4124072,0.21391721,0.5695951,-1.8567753,-0.569896,0.0,-0.80489016,-1.4200107,-0.15272239,-1.8567753,1.2219825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.464951905192114,"[16, 8, 8, 53, 99, 4]","['v+> ', 'nop', 'nop', 'nop', 'vnot *= ', '>', '=', 'v< ', 'vnot +> ', 'v*= ', '>', 'not >', '=', 'nop', 'not =', '=', 'v+> ', 'nop', 'not >', '>', 'not <', 'vnot +> ', '<', 'not =', 'v*= ', '<', 'v+> ', '>', 'not =', 'vnot -> ']","['or', 'and', 'and', 'or', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'or', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'and', 'or', 'and', 'or', 'and', 'and']",a.x +>  f.x + 1375 or a.vy = d.vy * 7364 AND b.y = c.y and b.z <  9677 and b.vx not +>  a.vx + 16118 AND c.y not > a.y or c.z = a.z or c.vy not = e.vy AND d.vy > b.vy AND e.x not < d.x or e.vx not = b.vx
3262,"-0.1984051,0.0,0.0,0.0,0.0,0.0,-0.780799,-1.0148509,0.3072897,-0.3290061,0.19967873,-0.76921415,-0.780799,-1.1477805,-0.21007293,-2.3177514,-1.5709832,1.160955,-0.97793466,-0.015504056,1.1733134,-0.31556582,0.30204406,0.70324695,0.36854857,0.21373716,0.13420999,-1.6198473,-0.47564858,-1.1477805,-1.4075407,1.4124072,0.21391721,0.5695951,-1.8567753,-0.569896,0.36854857,-0.80489016,-1.4200107,-0.15272239,-1.8567753,1.2219825,0.0,-2.0152988,0.21373716,2.1476314,1.6944814,-0.44251573,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.798313075562372,"[16, 8, 8, 53, 99, 4, 99]","['v+> ', 'nop', 'nop', 'nop', 'vnot *= ', '>', '=', 'v< ', 'vnot +> ', 'v*= ', '>', 'not >', '=', 'nop', 'not =', '=', 'v+> ', 'nop', 'not >', '>', 'not <', 'vnot +> ', '<', 'not =', 'v*= ', '<', 'v+> ', '>', 'not =', 'vnot -> ', 'not =', '=', 'not <', '<', 'not =']","['or', 'and', 'and', 'or', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'or', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'and', 'or', 'and', 'or', 'and', 'and', 'or', 'and', 'or', 'or', 'or']",a.x +>  f.x + 1375 or a.vy = d.vy * 7364 AND b.y = c.y and b.z <  9677 and b.vx not +>  a.vx + 16118 and b.vy not = g.vy + 6269 AND c.x > g.x or c.y not > a.y or c.z = a.z or c.vy not = e.vy AND d.vy > b.vy AND e.x not < d.x or e.y not +>  g.y + 71223 or e.vx not = b.vx AND f.x < b.x or f.y +>  b.y + 26469 and f.z > b.z or f.vx not = b.vx and f.vy not ->  e.vy + 4813
3263,"-0.1984051,0.0,0.0,0.0,0.0,0.0,-0.780799,-1.0148509,0.3072897,-0.3290061,0.19967873,-0.76921415,-0.780799,-1.1477805,-0.21007293,-2.3177514,-1.5709832,1.160955,-0.97793466,-0.015504056,1.1733134,-0.31556582,0.30204406,0.70324695,0.36854857,0.21373716,0.13420999,-1.6198473,-0.47564858,-1.1477805,-1.4075407,1.4124072,0.21391721,0.5695951,-1.8567753,-0.569896,0.36854857,-0.80489016,-1.4200107,-0.15272239,-1.8567753,1.2219825,-1.4075407,-2.0152988,0.21373716,2.1476314,1.6944814,-0.44251573,0.0,0.5912353,-0.15555918,-0.48989916,0.19641651,-1.0052798,0.0",4.808949354307276,"[16, 8, 8, 53, 99, 4, 99, 4]","['v+> ', 'nop', 'nop', 'nop', 'vnot *= ', '>', '=', 'v< ', 'vnot +> ', 'v*= ', '>', 'not >', '=', 'nop', 'not =', '=', 'v+> ', 'nop', 'not >', '>', 'not <', 'vnot +> ', '<', 'not =', 'v*= ', '<', 'v+> ', '>', 'not =', 'vnot -> ', 'not =', '=', 'not <', '<', 'not =', 'v-> ', 'vnot +> ', '=', '>', 'nop']","['or', 'and', 'and', 'or', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'or', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'and', 'or', 'and', 'or', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'or', 'or', 'and', 'or', 'or']",a.x +>  f.x + 1375 or a.vy = d.vy * 7364 AND b.y = c.y and b.z <  9677 and b.vx not +>  a.vx + 16118 and b.vy not = g.vy + 6269 AND c.x > g.x or c.y not > a.y or c.z = a.z or c.vy not = e.vy AND d.vy > b.vy AND e.x not < d.x or e.y not +>  g.y + 71223 or e.vx not = b.vx AND f.x < b.x or f.y +>  b.y + 26469 and f.z > b.z or f.vx not = b.vx and f.vy not ->  e.vy + 4813 AND g.x not = a.x or g.y = d.y and g.z not < a.z or g.vx < h.vx or g.vy not = d.vy
3264,"-0.1984051,0.0,0.0,0.0,0.0,0.0,0.0,-0.013760341,0.23147236,-0.3707649,-2.763046,-0.40365463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.0091262631065394,[16],"['nop', 'nop', 'vnot -> ', 'nop', 'v+> ']","['or', 'and', 'and', 'and', 'or']",
3265,"-0.1984051,0.0,0.0,0.0,0.0,0.0,-2.3391485,-0.013760341,0.23147236,-0.3707649,-2.763046,-0.40365463,0.0,-0.74187076,0.8414978,-0.74187076,2.1476314,0.3999725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.107987458149546,"[16, 10]","['nop', 'nop', 'vnot -> ', 'nop', 'v+> ', '<', 'v+> ', '<', 'not <', 'vnot -> ']","['or', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'or', 'and']",a.z not ->  b.z + 10353 and a.vy +>  b.vy + 7311
3266,"-0.1984051,0.0,0.0,0.0,0.0,0.0,-2.3391485,-0.013760341,0.23147236,-0.3707649,-2.763046,-0.40365463,0.9890039,-0.74187076,0.8414978,-0.74187076,2.1476314,0.3999725,0.0,-1.4229801,0.6538068,-0.100294285,-1.6198473,2.2114713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.171759579104002,"[16, 10, 57]","['nop', 'nop', 'vnot -> ', 'nop', 'v+> ', '<', 'v+> ', '<', 'not <', 'vnot -> ', 'v*= ', 'nop', 'not >', '>', 'nop']","['or', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'or', 'and', 'or', 'and', 'and', 'or', 'and']",a.z not ->  b.z + 10353 and a.vy +>  b.vy + 7311 AND b.y +>  c.y + 84677 and b.vx not < a.vx or b.vy not ->  c.vy + 6878
3267,"-0.1984051,0.0,0.0,0.0,0.0,0.0,-2.3391485,-0.013760341,0.23147236,-0.3707649,-2.763046,-0.40365463,0.9890039,-0.74187076,0.8414978,-0.74187076,2.1476314,0.3999725,-2.3391485,-1.4229801,0.6538068,-0.100294285,-1.6198473,2.2114713,0.0,0.46613532,-0.8138284,0.12741368,-0.8151432,0.23823257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.362172503587182,"[16, 10, 57, 10]","['nop', 'nop', 'vnot -> ', 'nop', 'v+> ', '<', 'v+> ', '<', 'not <', 'vnot -> ', 'v*= ', 'nop', 'not >', '>', 'nop', 'nop', 'vnot < ', 'v*= ', 'nop', 'vnot -> ']","['or', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'or', 'and', 'or', 'and', 'and', 'or', 'and', 'or', 'and', 'or', 'or', 'and']",a.z not ->  b.z + 10353 and a.vy +>  b.vy + 7311 AND b.x < d.x and b.y +>  c.y + 84677 and b.z < d.z and b.vx not < a.vx or b.vy not ->  c.vy + 6878 AND d.y not <  56540
3268,"-0.1984051,0.0,0.0,0.0,0.0,0.0,-2.3391485,-0.013760341,0.23147236,-0.3707649,-2.763046,-0.40365463,0.9890039,-0.74187076,0.8414978,-0.74187076,2.1476314,0.3999725,-2.3391485,-1.4229801,0.6538068,-0.100294285,-1.6198473,2.2114713,2.4053066,0.46613532,-0.8138284,0.12741368,-0.8151432,0.23823257,0.0,0.93547255,-0.48989916,0.23147236,-0.8151432,0.39958245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.712919168836691,"[16, 10, 57, 10, 75]","['nop', 'nop', 'vnot -> ', 'nop', 'v+> ', '<', 'v+> ', '<', 'not <', 'vnot -> ', 'v*= ', 'nop', 'not >', '>', 'nop', 'nop', 'vnot < ', 'v*= ', 'nop', 'vnot -> ', 'nop', '=', 'nop', 'nop', 'v*= ']","['or', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'or', 'and', 'or', 'and', 'and', 'or', 'and', 'or', 'and', 'or', 'or', 'and', 'and', 'and', 'and', 'or', 'and']",a.z not ->  b.z + 10353 and a.vy +>  b.vy + 7311 AND b.x < d.x and b.y +>  c.y + 84677 and b.z < d.z and b.vx not < a.vx or b.vy not ->  c.vy + 6878 AND c.vx > e.vx AND d.y not <  56540
3269,"-0.1984051,0.0,0.0,0.0,0.0,0.0,-2.3391485,-0.013760341,0.23147236,-0.3707649,-2.763046,-0.40365463,0.9890039,-0.74187076,0.8414978,-0.74187076,2.1476314,0.3999725,-2.3391485,-1.4229801,0.6538068,-0.100294285,-1.6198473,2.2114713,2.4053066,0.46613532,-0.8138284,0.12741368,-0.8151432,0.23823257,-0.6528255,0.93547255,-0.48989916,0.23147236,-0.8151432,0.39958245,0.0,-0.6098899,-0.828609,-0.74077964,-0.20123313,0.114915974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.994579369718871,"[16, 10, 57, 10, 75, 66]","['nop', 'nop', 'vnot -> ', 'nop', 'v+> ', '<', 'v+> ', '<', 'not <', 'vnot -> ', 'v*= ', 'nop', 'not >', '>', 'nop', 'nop', 'vnot < ', 'v*= ', 'nop', 'vnot -> ', 'nop', '=', 'nop', 'nop', 'v*= ', 'nop', 'vnot -> ', 'v-> ', 'v+> ', 'not <']","['or', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'or', 'and', 'or', 'and', 'and', 'or', 'and', 'or', 'and', 'or', 'or', 'and', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'and', 'and', 'or']",a.z not ->  b.z + 10353 and a.vy +>  b.vy + 7311 AND b.x < d.x and b.y +>  c.y + 84677 and b.z < d.z and b.vx not < a.vx or b.vy not ->  c.vy + 6878 AND c.vx > e.vx AND d.y not <  56540 AND e.y = b.y and e.vy not = f.vy + 13692
3270,"-0.1984051,0.0,0.0,0.0,0.0,0.0,-2.3391485,-0.013760341,0.23147236,-0.3707649,-2.763046,-0.40365463,0.9890039,-0.74187076,0.8414978,-0.74187076,2.1476314,0.3999725,-2.3391485,-1.4229801,0.6538068,-0.100294285,-1.6198473,2.2114713,2.4053066,0.46613532,-0.8138284,0.12741368,-0.8151432,0.23823257,-0.6528255,0.93547255,-0.48989916,0.23147236,-0.8151432,0.39958245,0.7322185,-0.6098899,-0.828609,-0.74077964,-0.20123313,0.114915974,0.0,0.5912353,0.58025134,-0.76815253,1.1867297,1.6944814,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6.666843811447097,"[16, 10, 57, 10, 75, 66, 44]","['nop', 'nop', 'vnot -> ', 'nop', 'v+> ', '<', 'v+> ', '<', 'not <', 'vnot -> ', 'v*= ', 'nop', 'not >', '>', 'nop', 'nop', 'vnot < ', 'v*= ', 'nop', 'vnot -> ', 'nop', '=', 'nop', 'nop', 'v*= ', 'nop', 'vnot -> ', 'v-> ', 'v+> ', 'not <', 'v-> ', 'v*= ', '<', 'vnot -> ', 'nop']","['or', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'or', 'and', 'or', 'and', 'and', 'or', 'and', 'or', 'and', 'or', 'or', 'and', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'and', 'or', 'or']",a.z not ->  b.z + 10353 and a.vy +>  b.vy + 7311 AND b.x < d.x and b.y +>  c.y + 84677 and b.z < d.z and b.vx not < a.vx or b.vy not ->  c.vy + 6878 AND c.x not = g.x + 50499 or c.vx > e.vx AND d.y not <  56540 AND e.y = b.y and e.vy not = f.vy + 13692 AND f.y not ->  a.y + 87783 and f.z ->  d.z + 13709 and f.vx +>  g.vx + 16172
3271,"-0.1984051,0.0,0.0,0.0,0.0,0.0,-2.3391485,-0.013760341,0.23147236,-0.3707649,-2.763046,-0.40365463,0.9890039,-0.74187076,0.8414978,-0.74187076,2.1476314,0.3999725,-2.3391485,-1.4229801,0.6538068,-0.100294285,-1.6198473,2.2114713,2.4053066,0.46613532,-0.8138284,0.12741368,-0.8151432,0.23823257,-0.6528255,0.93547255,-0.48989916,0.23147236,-0.8151432,0.39958245,0.7322185,-0.6098899,-0.828609,-0.74077964,-0.20123313,0.114915974,-0.780799,0.5912353,0.58025134,-0.76815253,1.1867297,1.6944814,0.0,-0.3290061,0.51850706,-0.29819626,-0.6205828,-0.41034296,0.0",6.407769570069618,"[16, 10, 57, 10, 75, 66, 44, 8]","['nop', 'nop', 'vnot -> ', 'nop', 'v+> ', '<', 'v+> ', '<', 'not <', 'vnot -> ', 'v*= ', 'nop', 'not >', '>', 'nop', 'nop', 'vnot < ', 'v*= ', 'nop', 'vnot -> ', 'nop', '=', 'nop', 'nop', 'v*= ', 'nop', 'vnot -> ', 'v-> ', 'v+> ', 'not <', 'v-> ', 'v*= ', '<', 'vnot -> ', 'nop', 'vnot -> ', 'nop', 'not >', 'nop', 'vnot +> ']","['or', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'or', 'and', 'or', 'and', 'and', 'or', 'and', 'or', 'and', 'or', 'or', 'and', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'and', 'or', 'or', 'and', 'and', 'or', 'and', 'and']",a.z not ->  b.z + 10353 and a.vy +>  b.vy + 7311 AND b.x < d.x and b.y +>  c.y + 84677 and b.z < d.z and b.vx not < a.vx or b.vy not ->  c.vy + 6878 AND c.x not = g.x + 50499 or c.vx > e.vx AND d.y not <  56540 and d.z not = h.z + 7227 AND e.y = b.y and e.vy not = f.vy + 13692 AND f.y not ->  a.y + 87783 and f.z ->  d.z + 13709 and f.vx +>  g.vx + 16172 and f.vy not < h.vy AND g.x ->  f.x + 43447 or g.y not = f.y + 73881 or g.z < f.z and g.vx not ->  b.vx + 1548
3272,"1.7012192,0.0,0.0,0.0,0.0,0.0,0.0,0.7170576,0.21391721,0.28232518,0.23147236,1.160955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.0637026277317174,[49],"['v= ', 'vnot +> ', 'vnot +> ', 'nop', 'v*= ']","['and', 'and', 'or', 'and', 'and']",a.x =  63867
3273,"1.7012192,0.0,0.0,0.0,0.0,0.0,0.7322185,0.7170576,0.21391721,0.28232518,0.23147236,1.160955,0.0,-1.610698,-1.2866352,-0.3290061,0.92411083,0.80234426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.5331349311792515,"[49, 44]","['v= ', 'vnot +> ', 'vnot +> ', 'nop', 'v*= ', 'vnot +> ', 'vnot +> ', 'nop', 'not =', '>']","['and', 'and', 'or', 'and', 'and', 'or', 'and', 'and', 'and', 'and']",a.x =  63867
3274,"1.7012192,0.0,0.0,0.0,0.0,0.0,0.7322185,0.7170576,0.21391721,0.28232518,0.23147236,1.160955,0.35382015,-1.610698,-1.2866352,-0.3290061,0.92411083,0.80234426,0.0,-1.5163788,1.6944814,-1.2391908,-0.9193563,-2.0169928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.4472019981931235,"[49, 44, 97]","['v= ', 'vnot +> ', 'vnot +> ', 'nop', 'v*= ', 'vnot +> ', 'vnot +> ', 'nop', 'not =', '>', '=', '<', 'vnot *= ', 'vnot *= ', 'v*= ']","['and', 'and', 'or', 'and', 'and', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'and', 'or']",a.x =  63867 AND b.x not +>  a.x + 88645 or b.vy > a.vy
