Unnamed: 0,pattern,rating,events,actions,conds,pattern_str
4522,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6,"['player', 'bullet2']","['not>', 'v<', 'v>', 'vnot<', '<', '=', 'vnot<', 'vnot>']","['and', 'or', 'or', 'and', 'and', 'or', 'and', 'and']",a.y < value or a.vx > value or a.vy not< value AND b.vx not< value and b.vy not> value
4523,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",13,"['player', 'bullet2', 'flyer3']","['not>', 'v<', 'v>', 'vnot<', '<', '=', 'vnot<', 'vnot>', 'not=', 'not<', 'v=', 'vnot=']","['and', 'or', 'or', 'and', 'and', 'or', 'and', 'and', 'and', 'or', 'and', 'and']",a.y < value or a.vx > value or a.vy not< value AND b.vx not< value and b.vy not> value AND c.vx = value and c.vy not= value
4524,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",17,"['player', 'bullet2', 'flyer3', 'finish']","['not>', 'v<', 'v>', 'vnot<', '<', '=', 'vnot<', 'vnot>', 'not=', 'not<', 'v=', 'vnot=', 'v<', '<', '<', '=']","['and', 'or', 'or', 'and', 'and', 'or', 'and', 'and', 'and', 'or', 'and', 'and', 'or', 'and', 'or', 'and']",a.y < value or a.vx > value or a.vy not< value AND b.y = d.y or b.vx not< value and b.vy not> value AND c.x not= b.x and c.y not< d.y or c.vx = value and c.vy not= value AND d.x < 7
4525,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3,['player'],"['not<', 'not=', 'v>', 'not=']","['and', 'and', 'or', 'or']",a.vx > value
4526,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5,"['player', 'bullet1']","['not<', 'not=', 'v>', 'not=', 'not<', '>', 'v>', 'not<']","['and', 'and', 'or', 'or', 'and', 'or', 'or', 'or']",a.vx > value AND b.vx > value
4527,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",8,"['player', 'bullet1', 'bullet6']","['not<', 'not=', 'v>', 'not=', 'not<', '>', 'v>', 'not<', 'v<', 'v=', 'not<', 'v>']","['and', 'and', 'or', 'or', 'and', 'or', 'or', 'or', 'or', 'or', 'and', 'or']",a.vx > value AND b.y > a.y or b.vx > value AND c.x < 0 or c.y = 5 or c.vy > 7
4528,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",17,"['player', 'bullet1', 'bullet6', 'bullet4', 'explosion7']","['not<', 'not=', 'v>', 'not=', 'not<', '>', 'v>', 'not<', 'v<', 'v=', 'not<', 'v>', 'v>', 'not=', 'vnot<', 'vnot=', 'vnot>', 'vnot=', '=', 'not=']","['and', 'and', 'or', 'or', 'and', 'or', 'or', 'or', 'or', 'or', 'and', 'or', 'and', 'and', 'and', 'and', 'or', 'and', 'and', 'and']",a.y not= e.y and a.vx > value or a.vy not= d.vy AND b.y > a.y or b.vx > value AND c.x < 0 or c.y = 5 or c.vy > 7 AND d.x > value and d.vx not< 7 and d.vy not= value AND e.x not> value or e.y not= 1
4529,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",16,"['player', 'bullet1', 'bullet6', 'bullet4', 'explosion7', 'flyer8']","['not<', 'not=', 'v>', 'not=', 'not<', '>', 'v>', 'not<', 'v<', 'v=', 'not<', 'v>', 'v>', 'not=', 'vnot<', 'vnot=', 'vnot>', 'vnot=', '=', 'not=', 'vnot<', '=', '>', 'not<']","['and', 'and', 'or', 'or', 'and', 'or', 'or', 'or', 'or', 'or', 'and', 'or', 'and', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'or', 'or', 'or', 'and']",a.y not= e.y and a.vx > value or a.vy not= d.vy AND b.y > a.y or b.vx > value or b.vy not< f.vy AND c.x < 0 or c.y = 5 or c.vy > 7 AND d.x > value and d.vx not< 7 and d.vy not= value AND e.x not> value or e.y not= 1 AND f.x not< value
4530,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1,['player'],"['vnot>', 'v>', 'v<', 'not<']","['or', 'or', 'or', 'and']",a.x not> value or a.y > value or a.vx < value
4531,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",9,"['player', 'bullet4', 'bullet6']","['vnot>', 'v>', 'v<', 'not<', 'vnot=', 'vnot<', 'v=', 'v<', 'vnot>', 'vnot<', 'v=', 'not>']","['or', 'or', 'or', 'and', 'or', 'and', 'and', 'or', 'or', 'or', 'and', 'or']",a.x not> value or a.y > value or a.vx < value AND b.x not= value or b.y not< value and b.vx = value and b.vy < 0 AND c.x not> value or c.y not< value or c.vx = value
4532,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",13,"['player', 'bullet4', 'bullet6', 'flyer5']","['vnot>', 'v>', 'v<', 'not<', 'vnot=', 'vnot<', 'v=', 'v<', 'vnot>', 'vnot<', 'v=', 'not>', 'vnot>', '<', '<', 'vnot<']","['or', 'or', 'or', 'and', 'or', 'and', 'and', 'or', 'or', 'or', 'and', 'or', 'or', 'or', 'and', 'and']",a.x not> value or a.y > value or a.vx < value AND b.x not= value or b.y not< value and b.vx = value and b.vy < 0 AND c.x not> value or c.y not< value or c.vx = value and c.vy not> b.vy AND d.x not> value or d.vy not< 7
4533,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",22,"['player', 'bullet4', 'bullet6', 'flyer5', 'explosion4']","['vnot>', 'v>', 'v<', 'not<', 'vnot=', 'vnot<', 'v=', 'v<', 'vnot>', 'vnot<', 'v=', 'not>', 'vnot>', '<', '<', 'vnot<', 'not<', '<', 'not>', 'not=']","['or', 'or', 'or', 'and', 'or', 'and', 'and', 'or', 'or', 'or', 'and', 'or', 'or', 'or', 'and', 'and', 'or', 'or', 'and', 'and']",a.x not> value or a.y > value or a.vx < value AND b.x not= value or b.y not< value and b.vx = value and b.vy < 0 AND c.x not> value or c.y not< value or c.vx = value and c.vy not> b.vy AND d.x not> value or d.vx < a.vx and d.vy not< 7
4534,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4,['player'],"['=', 'not>', '=', '=']","['and', 'and', 'or', 'or']",nan
4535,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6,"['player', 'explosion7']","['=', 'not>', '=', '=', '=', 'not=', 'vnot>', '=']","['and', 'and', 'or', 'or', 'and', 'and', 'and', 'or']",a.vx = b.vx AND b.vx not> 4
4536,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",11,"['player', 'explosion7', 'flyer7']","['=', 'not>', '=', '=', '=', 'not=', 'vnot>', '=', 'v<', 'v>', '=', 'vnot>']","['and', 'and', 'or', 'or', 'and', 'and', 'and', 'or', 'or', 'or', 'or', 'and']",a.vx = b.vx AND b.vx not> 4 AND c.x < 0 or c.y > 1 or c.vy not> 5
4537,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",42,"['player', 'explosion7', 'flyer7', 'finish']","['=', 'not>', '=', '=', '=', 'not=', 'vnot>', '=', 'v<', 'v>', '=', 'vnot>', 'v<', 'v=', 'v=', 'not<']","['and', 'and', 'or', 'or', 'and', 'and', 'and', 'or', 'or', 'or', 'or', 'and', 'or', 'or', 'or', 'or']",a.x = d.x and a.vx = b.vx or a.vy = d.vy AND b.vx not> 4 AND c.x < 0 or c.y > 1 or c.vy not> 5 AND d.x < value or d.y = value or d.vx = value
4538,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4,"['explosion6', 'flyer5', 'explosion8', 'flyer4']","['not vnot=', 'not v>', 'not not=', 'vv> ', 'not >', 'not>', 'not vnot<', 'not not<', 'nop', 'not<', '<', 'nop', '>', 'not <', 'vnot not< ', 'nop']","['or', 'and', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'or', 'and', 'and', 'or', 'and', 'or', 'or']",a.x not vnot= c.x or a.vx not not= c.vx or a.vy  48 AND b.x not > a.x or b.vy not not< c.vy AND d.vx not not<  6
4539,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5,"['explosion6', 'flyer5', 'explosion8', 'flyer4', 'flyer5']","['not vnot=', 'not v>', 'not not=', 'vv> ', 'not >', 'not>', 'not vnot<', 'not not<', 'nop', 'not<', '<', 'nop', '>', 'not <', 'vnot not< ', 'nop', 'vvnot= ', 'nop', '<', '>']","['or', 'and', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'or', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'or', 'or', 'and']",a.x not vnot= c.x or a.vx not not= c.vx or a.vy  48 AND b.x not > a.x or b.vy not not< c.vy AND c.y not< e.y AND d.vx not not<  6 AND e.x  23
4540,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5,"['explosion6', 'flyer5', 'explosion8', 'flyer4', 'flyer5', 'finish']","['not vnot=', 'not v>', 'not not=', 'vv> ', 'not >', 'not>', 'not vnot<', 'not not<', 'nop', 'not<', '<', 'nop', '>', 'not <', 'vnot not< ', 'nop', 'vvnot= ', 'nop', '<', '>', 'not v>', '<', 'not>', 'nop']","['or', 'and', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'or', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'or', 'or', 'and', 'or', 'or', 'or', 'or']",a.x not vnot= c.x or a.vx not not= c.vx or a.vy  48 AND b.x not > a.x or b.vy not not< c.vy AND c.y not< e.y AND d.x > f.x or d.vx not not<  6 AND e.x  23 or e.vy > f.vy
4541,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5,"['explosion6', 'flyer5', 'explosion8', 'flyer4', 'flyer5', 'finish', 'flyer1']","['not vnot=', 'not v>', 'not not=', 'vv> ', 'not >', 'not>', 'not vnot<', 'not not<', 'nop', 'not<', '<', 'nop', '>', 'not <', 'vnot not< ', 'nop', 'vvnot= ', 'nop', '<', '>', 'not v>', '<', 'not>', 'nop', 'vnot=', 'not vnot>', 'v<', 'v=']","['or', 'and', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'or', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'or', 'or', 'and', 'or', 'or', 'or', 'or', 'and', 'and', 'and', 'and']",a.x not vnot= c.x or a.vx not not= c.vx or a.vy  48 AND b.x not > a.x or b.vx not vnot< g.vx and b.vy not not< c.vy AND c.y not< e.y or c.vx < g.vx AND d.x > f.x or d.vx not not<  6 AND e.x  23 or e.vy > f.vy AND f.y < e.y or f.vx not> g.vx AND g.x not= nop and g.vx < nop and g.vy = nop
4542,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4,"['explosion6', 'flyer5', 'explosion8', 'flyer4', 'flyer5', 'finish', 'flyer1', 'bullet1']","['not vnot=', 'not v>', 'not not=', 'vv> ', 'not >', 'not>', 'not vnot<', 'not not<', 'nop', 'not<', '<', 'nop', '>', 'not <', 'vnot not< ', 'nop', 'vvnot= ', 'nop', '<', '>', 'not v>', '<', 'not>', 'nop', 'vnot=', 'not vnot>', 'v<', 'v=', 'not v>', 'not <', 'nop', 'v=']","['or', 'and', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'or', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'or', 'or', 'and', 'or', 'or', 'or', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'and']",a.x not vnot= c.x or a.vx not not= c.vx or a.vy  48 AND b.x not > a.x and b.y not> h.y or b.vx not vnot< g.vx and b.vy not not< c.vy AND c.y not< e.y or c.vx < g.vx AND d.x > f.x or d.vx not not<  6 AND e.x  23 or e.vx < h.vx or e.vy > f.vy AND f.x not v> h.x or f.y < e.y or f.vx not> g.vx AND g.x not= nop and g.y not vnot> a.y and g.vx < nop and g.vy = nop AND h.vy = nop
4543,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1,['player'],"['=', 'vnot>', 'not=', 'not=']","['and', 'and', 'or', 'or']",a.y not> value
4544,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",16,"['player', 'finish']","['=', 'vnot>', 'not=', 'not=', 'vnot>', 'not<', '>', 'vnot<']","['and', 'and', 'or', 'or', 'and', 'and', 'and', 'and']",a.x = b.x and a.y not> value or a.vy not= b.vy AND b.x not> value and b.vy not< value
4545,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1,['player'],"['=', 'vnot=', 'not<', '>']","['or', 'and', 'or', 'and']",a.y not= value
4546,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6,"['player', 'bullet3']","['=', 'vnot=', 'not<', '>', '=', 'not=', 'not=', 'vnot>']","['or', 'and', 'or', 'and', 'and', 'and', 'or', 'or']",a.x = b.x or a.y not= value or a.vy > b.vy AND b.vy not> 0
4547,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2,['player'],"['=', 'v=', 'vnot>', '<']","['and', 'or', 'and', 'or']",a.y = value or a.vx not> value
4548,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",8,"['player', 'flyer4']","['=', 'v=', 'vnot>', '<', 'v<', 'vnot>', '>', 'not=']","['and', 'or', 'and', 'or', 'or', 'and', 'or', 'or']",a.y = value or a.vx not> value AND b.x < 7 or b.y not> value
4549,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",12,"['player', 'flyer4', 'explosion8']","['=', 'v=', 'vnot>', '<', 'v<', 'vnot>', '>', 'not=', 'vnot=', 'not=', '<', '<']","['and', 'or', 'and', 'or', 'or', 'and', 'or', 'or', 'and', 'or', 'or', 'and']",a.y = value or a.vx not> value AND b.x < 7 or b.y not> value AND c.x not= value
4550,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",46,"['player', 'flyer4', 'explosion8', 'finish']","['=', 'v=', 'vnot>', '<', 'v<', 'vnot>', '>', 'not=', 'vnot=', 'not=', '<', '<', 'v=', 'vnot<', '<', 'vnot=']","['and', 'or', 'and', 'or', 'or', 'and', 'or', 'or', 'and', 'or', 'or', 'and', 'or', 'and', 'or', 'or']",a.x = d.x and a.y = value or a.vx not> value AND b.x < 7 or b.y not> value AND c.x not= value or c.vy < a.vy AND d.x = value or d.y not< value or d.vy not= value
4551,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1,['player'],"['not=', 'vnot=', 'v>', 'v=']","['and', 'and', 'and', 'or']",a.y not= value and a.vx > value and a.vy = value
4552,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",7,"['player', 'bullet1']","['not=', 'vnot=', 'v>', 'v=', 'vnot>', 'v=', '=', 'v<']","['and', 'and', 'and', 'or', 'and', 'or', 'and', 'and']",a.y not= value and a.vx > value and a.vy = value AND b.x not> 6 and b.y = value or b.vy < value
4553,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",9,"['player', 'bullet1', 'player']","['not=', 'vnot=', 'v>', 'v=', 'vnot>', 'v=', '=', 'v<', '>', 'v<', '>', '=']","['and', 'and', 'and', 'or', 'and', 'or', 'and', 'and', 'and', 'and', 'and', 'or']",a.y not= value and a.vx > value and a.vy = value AND b.x not> 6 and b.y = value or b.vy < value AND c.y < value
4554,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",17,"['player', 'bullet1', 'player', 'finish']","['not=', 'vnot=', 'v>', 'v=', 'vnot>', 'v=', '=', 'v<', '>', 'v<', '>', '=', '=', 'not=', 'not=', '>']","['and', 'and', 'and', 'or', 'and', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'and']",a.y not= value and a.vx > value and a.vy = value AND b.x not> 6 and b.y = value or b.vy < value AND c.y < value
